Experiment,Seed,Loss,Conf,Alpha,Beta,N,MSE Y,MAE Y,"HSIC(Y,X)",MSE Z,MAE Z,"HSIC(Z,X)","HSIC(Z,Y)",dHSIC Total,MMD,RF Acc
17,58,hsic,HSIC,0.0,1.0,300,1.33131,0.85563,0.0515,2.88409,1.20571,0.05332,0.06943,0.00301,0.30603,0.775
17,58,hsic,HSIC,0.0,1.0,500,0.97013,0.7249,0.05782,6.70508,2.3578,0.04487,0.02037,0.00206,0.4009,0.825
17,58,hybrid,HYBRID_ALPHA0.1_BETA0.9,0.1,0.9,50,0.92705,0.70209,0.12947,1.72222,1.06679,0.05587,0.15262,0.00452,0.11514,0.75
17,58,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,50,0.8619,0.69026,0.12385,1.3759,0.97698,0.04767,0.1481,0.00391,0.10083,0.775
17,58,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,50,0.83256,0.69662,0.13314,1.31613,0.95248,0.04515,0.13969,0.00372,0.09216,0.775
17,58,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,50,1.26522,0.88264,0.26671,1.79893,1.10554,0.06631,0.17297,0.00451,0.10497,0.775
17,58,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,50,1.2652,0.88264,0.26671,1.69153,1.07784,0.06227,0.16632,0.00436,0.10249,0.75
17,58,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,50,1.2652,0.88264,0.26671,2.04647,1.10443,0.06185,0.16488,0.00463,0.09209,0.75
17,58,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,50,1.2652,0.88264,0.26671,2.45564,1.11847,0.06142,0.16307,0.00463,0.0935,0.8
17,58,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,50,1.2652,0.88264,0.26671,2.15146,1.09794,0.06153,0.16278,0.00464,0.09437,0.775
17,58,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,50,1.26517,0.88264,0.26671,1.59701,0.99876,0.05316,0.14459,0.00449,0.08814,0.775
17,58,hybrid,HYBRID_ALPHA0.1_BETA0.9,0.1,0.9,100,0.93171,0.74747,0.17022,1.06935,0.8761,0.0373,0.01707,0.00251,0.07646,0.675
17,58,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,100,0.7284,0.63539,0.07117,0.90999,0.7531,0.0385,0.02206,0.00128,0.06665,0.6
17,58,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,100,0.70298,0.62934,0.06175,0.91726,0.7536,0.03838,0.02429,0.00138,0.06732,0.6
17,58,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,100,0.65372,0.61895,0.04249,1.10652,0.82931,0.02988,0.06942,0.00287,0.06383,0.625
17,58,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,100,0.70818,0.67085,0.0946,0.85263,0.70887,0.03968,0.01405,0.0015,0.07097,0.65
17,58,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,100,0.64803,0.64975,0.05556,0.84416,0.70489,0.03935,0.0146,0.00116,0.0652,0.575
17,58,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,100,0.65313,0.65479,0.06088,0.83443,0.69879,0.03881,0.01522,0.00121,0.06509,0.55
17,58,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,100,0.64761,0.65489,0.05976,0.82194,0.6738,0.04245,0.01772,0.00128,0.07307,0.575
17,58,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,100,0.64478,0.65523,0.0615,0.82004,0.67203,0.04231,0.01845,0.00116,0.07236,0.525
17,58,hybrid,HYBRID_ALPHA0.1_BETA0.9,0.1,0.9,300,0.6671,0.68407,0.02609,1.59022,1.08896,0.03805,0.09255,0.0025,0.05678,0.55
17,58,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,300,0.64173,0.66288,0.02582,1.06475,0.86477,0.03992,0.02579,0.00113,0.05139,0.575
17,58,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,300,0.63786,0.66101,0.02483,0.93977,0.77676,0.04133,0.02547,0.0011,0.05217,0.6
17,58,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,300,0.6342,0.65748,0.02513,0.8877,0.7264,0.04231,0.03109,0.00108,0.05167,0.575
17,58,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,300,0.62707,0.65163,0.0251,0.89305,0.71692,0.04301,0.03825,0.00127,0.052,0.575
17,58,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,300,0.62578,0.65088,0.02571,0.89045,0.70927,0.0452,0.03992,0.00142,0.05224,0.55
17,58,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,300,0.61914,0.64495,0.02511,0.9043,0.71567,0.04409,0.04648,0.0015,0.05311,0.575
17,58,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,300,0.60997,0.63773,0.02752,0.92401,0.72907,0.04226,0.0542,0.00165,0.04901,0.55
17,58,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,300,0.60743,0.63623,0.0234,0.95683,0.74558,0.04161,0.06537,0.00167,0.05699,0.6
17,58,hybrid,HYBRID_ALPHA0.1_BETA0.9,0.1,0.9,500,0.67373,0.68721,0.02075,2.53073,1.44804,0.04092,0.07386,0.00214,0.06494,0.575
17,58,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,500,0.64618,0.65992,0.02118,2.28956,1.36412,0.03335,0.09845,0.00283,0.06528,0.625
17,58,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,500,0.62521,0.6402,0.02064,1.09445,0.81439,0.06389,0.01558,0.00065,0.11551,0.625
17,58,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,500,0.62935,0.64002,0.02238,0.90172,0.76333,0.0412,0.01519,0.00052,0.0665,0.6
17,58,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,500,0.62802,0.6355,0.02284,1.00167,0.77342,0.04889,0.01514,0.00067,0.07758,0.6
17,58,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,500,0.62995,0.63562,0.02348,0.93699,0.7713,0.04121,0.01469,0.0006,0.06515,0.625
17,58,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,500,0.62693,0.6307,0.02337,0.94209,0.75033,0.04415,0.01486,0.0007,0.0743,0.625
17,58,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,500,0.62468,0.63116,0.02313,0.90296,0.73769,0.04019,0.01544,0.00062,0.07103,0.625
17,58,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,500,0.62825,0.63153,0.02417,0.88427,0.7342,0.0388,0.01849,0.00071,0.07146,0.625
17,58,mse,MSE,1.0,0.0,50,1.26514,0.88262,0.26669,1.53138,0.97797,0.05119,0.13887,0.00439,0.08492,0.75
17,58,mse,MSE,1.0,0.0,100,0.64067,0.65523,0.06308,0.83721,0.67195,0.03936,0.0219,0.00097,0.07071,0.575
17,58,mse,MSE,1.0,0.0,300,0.60915,0.63566,0.02363,1.02904,0.78496,0.05521,0.07715,0.0018,0.06034,0.575
17,58,mse,MSE,1.0,0.0,500,0.62256,0.62819,0.02706,1.47838,1.03199,0.05582,0.1638,0.0027,0.08246,0.625
18,59,hsic,HSIC,0.0,1.0,50,0.90045,0.63894,0.06599,2.92062,1.33552,0.08238,0.19006,0.00462,0.12841,0.775
18,59,hsic,HSIC,0.0,1.0,100,2.30445,1.3183,0.0506,2.9162,1.31165,0.07574,0.18211,0.00301,0.19987,0.775
18,59,hsic,HSIC,0.0,1.0,300,1.91907,1.08008,0.11811,3.02594,1.33161,0.07457,0.18531,0.00426,0.337,0.85
18,59,hsic,HSIC,0.0,1.0,500,1.35104,0.855,0.04905,2.43845,0.92714,0.0551,0.09212,0.00362,0.28456,0.825
